nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y
0.21006602,0.584713519,0.291901469,0.537135959,0.309263766,0.525105238,0.36748603,0.574239194,0.33746177,0.717971504,0.49105677,0.58069855,0.491292626,0.565007865,0.635154843,0.617834508,0.772217333,0.650466025
0.207112476,0.592486918,0.286838889,0.544806838,0.302299976,0.537259638,0.364927769,0.571450174,0.337487221,0.71841377,0.487983614,0.588392913,0.488799155,0.575543106,0.633666873,0.623117924,0.771885753,0.651399791
0.20630306,0.602512658,0.281696707,0.552052319,0.296374023,0.54328531,0.36103633,0.569144905,0.334646732,0.716228783,0.482564807,0.597874999,0.482295692,0.583132923,0.63189435,0.628703296,0.770718217,0.657525063
0.204404131,0.612567365,0.278063715,0.561147928,0.293407679,0.544166088,0.360214323,0.567751765,0.332491636,0.717725039,0.477049202,0.603982627,0.476253897,0.584590375,0.630930305,0.632933319,0.769143283,0.658397198
0.202917755,0.618497252,0.275714278,0.568879783,0.2910209,0.549031854,0.359845489,0.556303203,0.332320869,0.720120013,0.474569082,0.611360371,0.474198908,0.588613033,0.630547225,0.639560282,0.768387437,0.660815179
0.202310294,0.629788339,0.272823811,0.575006485,0.287872136,0.554398715,0.357844025,0.54726994,0.332324266,0.720931172,0.471821338,0.622326374,0.471474797,0.599159658,0.630479455,0.648034811,0.768716335,0.661388934
0.199890897,0.631979883,0.2716676,0.581206143,0.281992584,0.559757411,0.360491663,0.540569067,0.332208991,0.720608056,0.468475193,0.632389784,0.467038035,0.608243465,0.62994206,0.64894098,0.769824862,0.66071701
0.19831419,0.639832973,0.271566212,0.582247198,0.281611383,0.55834502,0.362314165,0.539048493,0.334210187,0.720296323,0.470162839,0.63013351,0.468871802,0.604497612,0.630581081,0.649439454,0.767734408,0.66059202
0.197977558,0.644402325,0.268499583,0.587602019,0.281102955,0.560955703,0.362089992,0.533529878,0.334296346,0.720328271,0.467309237,0.634835243,0.467251927,0.607298613,0.630689621,0.648685336,0.769249022,0.654306352
0.197444648,0.649925113,0.269317567,0.588876545,0.278212756,0.569060385,0.364533305,0.519136906,0.334830642,0.715269923,0.466450542,0.636417568,0.465843141,0.611906111,0.628074467,0.64929384,0.766501546,0.657953918
0.196822062,0.656508744,0.269511253,0.592262328,0.278151959,0.57194227,0.365115672,0.524885774,0.335304946,0.715726972,0.466247946,0.637464762,0.465049863,0.613018036,0.628100336,0.649330258,0.766663909,0.655191779
0.196340322,0.661542535,0.269085407,0.595945418,0.278453499,0.572945178,0.365486473,0.526212692,0.335344732,0.717305005,0.46599853,0.637264252,0.46497947,0.612708807,0.628600895,0.650107801,0.767058909,0.656385422
0.196213827,0.664495885,0.269804895,0.595976651,0.277058959,0.574072063,0.36686185,0.522686183,0.334890157,0.71561408,0.466567516,0.636030674,0.464435548,0.612031043,0.629397452,0.651255369,0.767795742,0.656812251
