nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y
0.493394732,0.200000361,0.537812948,0.30460313,0.443685502,0.299325496,0.54230845,0.438405305,0.511345565,0.357464612,0.515788078,0.542280197,0.457826287,0.546699464,0.531750917,0.7229532,0.554003656,0.890718102
0.493049622,0.199897632,0.538273335,0.305333465,0.444105387,0.299371302,0.54492861,0.437454939,0.511931062,0.356620401,0.51639694,0.543043673,0.458524853,0.547146976,0.53266412,0.722276628,0.553526521,0.889865398
0.493318588,0.199240297,0.538400054,0.305727214,0.444198698,0.299329013,0.547236145,0.43715176,0.513550818,0.356245697,0.516147733,0.543462098,0.458437711,0.547481954,0.53274554,0.72135222,0.55314827,0.888935506
0.493035913,0.198646501,0.538027644,0.307011217,0.444161862,0.299608827,0.547641575,0.437099695,0.51562196,0.355935782,0.516197443,0.543293297,0.45866856,0.547284544,0.532818496,0.721139848,0.553242505,0.889440417
0.492579013,0.198192656,0.537890375,0.30864653,0.444079757,0.300096095,0.549491644,0.437461376,0.517518818,0.355775148,0.516049206,0.545069337,0.458649874,0.548538685,0.532754421,0.721445382,0.553251863,0.889611185
0.492079228,0.198201314,0.537590861,0.309992433,0.4439255,0.300739408,0.549949706,0.437487334,0.517740011,0.355813056,0.515920162,0.546344757,0.458348393,0.549479842,0.532768369,0.721685767,0.553505957,0.889833093
0.491032153,0.197943777,0.537106633,0.310124457,0.443864048,0.300819844,0.552225173,0.4373748,0.518235326,0.355867982,0.515609801,0.546484292,0.458042264,0.549494922,0.533047974,0.722278178,0.553420961,0.890595496
0.490037709,0.197293773,0.536735654,0.310137421,0.444145679,0.300755471,0.55427897,0.436470151,0.518286824,0.355739146,0.514241517,0.546947837,0.456835508,0.550175011,0.533476293,0.723798215,0.553417146,0.892041504
0.490280181,0.196512729,0.536759973,0.310170323,0.444301903,0.300728112,0.554338813,0.436883748,0.518690169,0.356056899,0.514161229,0.547583163,0.456680655,0.550866842,0.533631444,0.724904239,0.553438604,0.893223643
0.490843713,0.195745915,0.537469566,0.310134441,0.444264859,0.299912781,0.555595815,0.437753886,0.518883526,0.356414527,0.513979018,0.547857642,0.45611459,0.551379144,0.532464743,0.725877941,0.552509129,0.894618571
0.488882005,0.195694596,0.537418544,0.309348643,0.444187015,0.299725562,0.555842221,0.436911851,0.5182181,0.35654822,0.514014423,0.548252285,0.456244141,0.551580727,0.532635868,0.726133704,0.553006232,0.894806087
0.487601668,0.195182964,0.537572324,0.308380991,0.444132298,0.299289942,0.556167543,0.436963737,0.51758045,0.356974453,0.513869345,0.548818409,0.456039697,0.551924169,0.532999098,0.727125585,0.553510189,0.895420492
0.487355918,0.194107547,0.5373348,0.308288038,0.443939567,0.298645079,0.555868685,0.437417209,0.516864121,0.357297212,0.513502836,0.548343301,0.455583096,0.551275253,0.533564448,0.727141559,0.553550184,0.895357788
0.486976802,0.193395123,0.537680745,0.308111429,0.443809897,0.297901928,0.556292295,0.437831998,0.516652048,0.357382387,0.513172507,0.548425734,0.454966575,0.550929666,0.533287764,0.727419734,0.553595304,0.895300269
0.488011837,0.193438277,0.536891818,0.307647824,0.442880303,0.297086209,0.554045498,0.438127279,0.514061391,0.357656896,0.512718201,0.548006833,0.454460472,0.550460458,0.532821119,0.728152037,0.554335058,0.895746469
0.48849237,0.192402616,0.53702414,0.306433529,0.442085952,0.294515043,0.555327535,0.438756555,0.515368223,0.357924879,0.51167196,0.54797852,0.453140646,0.55012548,0.531716406,0.728472054,0.554229617,0.894612968
0.488663018,0.190589905,0.537314773,0.306284487,0.441850334,0.294299603,0.555305004,0.438794494,0.515492022,0.357420087,0.512056112,0.547945857,0.453375697,0.549925745,0.532473207,0.728617251,0.555086195,0.894332707
0.489237159,0.19032757,0.537228584,0.306261957,0.441652209,0.293845445,0.555164754,0.439515531,0.515228987,0.357821286,0.511793494,0.547621131,0.453249216,0.549336195,0.531743348,0.728634298,0.555067539,0.894447327
0.489230543,0.190436766,0.537231088,0.30586347,0.441419572,0.293334156,0.554843724,0.439554542,0.51411587,0.357575953,0.511086345,0.548065543,0.452377826,0.549441159,0.531474113,0.728916287,0.555196702,0.894021034
0.489531457,0.18988055,0.537663102,0.304866791,0.441461205,0.293102592,0.554149091,0.439648837,0.513723075,0.357576162,0.511398733,0.548257709,0.452537239,0.549696326,0.530518532,0.729126811,0.555097938,0.894608438
0.489832312,0.190084875,0.537296832,0.304454625,0.440949619,0.293174297,0.554445386,0.437283993,0.514172792,0.356038034,0.51124382,0.548659384,0.452394664,0.550381184,0.529694617,0.730492175,0.554799676,0.895975649
