nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y
0.265055627,0.38568598,0.353233427,0.37357071,0.362575561,0.374493867,0.347152919,0.562757373,0.34016037,0.732298255,0.53529346,0.419608295,0.530584037,0.425891548,0.666365862,0.551394403,0.804338574,0.632049739
0.265878171,0.386336863,0.352670878,0.375505,0.363553226,0.373961926,0.346260905,0.562483191,0.340744674,0.731821179,0.535103977,0.420749515,0.531181037,0.425884604,0.666852534,0.55286926,0.806007326,0.632192671
0.269351631,0.385538906,0.351612806,0.37391001,0.365034997,0.373592854,0.345690459,0.562162995,0.340079427,0.731499732,0.533357978,0.423675537,0.530786216,0.426529557,0.664543331,0.55469048,0.802720785,0.633965552
0.269399613,0.384557843,0.35111016,0.375023127,0.364956915,0.372662812,0.344215721,0.563981235,0.339192629,0.732433617,0.534080863,0.426994592,0.532614827,0.426814467,0.666241765,0.556089342,0.805327952,0.630156279
0.268885285,0.384031177,0.350774676,0.375914931,0.365219533,0.372423232,0.344184309,0.563672602,0.338786244,0.731618524,0.534663677,0.426769286,0.533709049,0.426222622,0.665506899,0.553570986,0.804035068,0.627437353
0.269002855,0.385130674,0.350457042,0.376551181,0.365665853,0.371405005,0.344161808,0.563644707,0.338782102,0.731300354,0.535277963,0.428305894,0.53449434,0.426187515,0.667863667,0.553465128,0.805986643,0.627180874
0.268973231,0.385870427,0.349570155,0.377617955,0.365764409,0.371321261,0.34386909,0.563466489,0.338169217,0.731295526,0.535293221,0.430889755,0.534873962,0.426575601,0.667738676,0.552653491,0.805920362,0.625635862
0.269729048,0.391065866,0.349463403,0.379906386,0.366403311,0.372250915,0.343777806,0.563853741,0.338112295,0.731136382,0.535647511,0.433522195,0.535244763,0.428141922,0.66786921,0.552421093,0.805295348,0.625518024
0.269729197,0.393640846,0.349364102,0.380220771,0.366437823,0.373482138,0.343858808,0.563637435,0.338397235,0.731000185,0.535686374,0.434100628,0.535301566,0.429377973,0.668299437,0.552188098,0.80554688,0.624220014
0.269946456,0.395138234,0.349271417,0.379693836,0.367424875,0.373995662,0.343588948,0.563183129,0.338028073,0.730764568,0.537509084,0.433370888,0.537648082,0.429634541,0.670460701,0.552288115,0.807112157,0.625808477
0.269848615,0.395594805,0.349465191,0.379743814,0.367115706,0.374354333,0.34466809,0.562974036,0.338142902,0.730297208,0.538007617,0.432719737,0.537521541,0.429755509,0.670178235,0.552316785,0.806274235,0.627159595
0.269626141,0.395573586,0.34937802,0.379700989,0.366654783,0.375391454,0.345574677,0.562501013,0.338020623,0.72998625,0.53814286,0.432744622,0.537127674,0.430753052,0.66958797,0.552226007,0.805452287,0.626488924
0.269367099,0.395403683,0.349330246,0.379735798,0.366411418,0.376174837,0.345621616,0.562323093,0.337843776,0.72984767,0.538001955,0.433121264,0.536725998,0.431856841,0.669415355,0.551899433,0.80478245,0.625840366
0.268171996,0.395290315,0.349310607,0.379654318,0.36549148,0.376329541,0.34553659,0.562260628,0.337884843,0.729885519,0.537938714,0.433156997,0.536468089,0.432898313,0.669422984,0.551899433,0.804565132,0.625050783
0.267794222,0.395305455,0.349310935,0.379554957,0.365383983,0.376464188,0.345492244,0.561688304,0.337905616,0.729721606,0.538931787,0.434120148,0.536514759,0.434111714,0.670744479,0.551992178,0.804567218,0.622318923
0.267417163,0.395273149,0.349197358,0.379462451,0.365239263,0.376221508,0.345321774,0.561510921,0.337996364,0.729525447,0.539065063,0.434297442,0.536565244,0.433627129,0.670637131,0.552998781,0.804235816,0.622824669
0.267210037,0.395106912,0.349043399,0.379323781,0.365036666,0.376018614,0.344996989,0.5613662,0.337960452,0.729526699,0.538955092,0.434304357,0.536518812,0.433468699,0.670636833,0.553198993,0.804155469,0.62340039
0.266936213,0.394996852,0.348947346,0.378449827,0.364829361,0.375024945,0.345078379,0.55996418,0.337960601,0.72891736,0.538954139,0.43428427,0.53652966,0.433172464,0.670579374,0.553781688,0.803948402,0.623573244
0.266815364,0.393696189,0.348800629,0.377355009,0.36462,0.374008328,0.344970673,0.558228433,0.338114679,0.727445483,0.539032459,0.43462497,0.536537111,0.433183879,0.670577586,0.55423069,0.803677142,0.623799324
0.266817361,0.391536772,0.348749071,0.376233131,0.364606202,0.372851133,0.344172925,0.557904899,0.338125467,0.727393925,0.540529251,0.434592485,0.537645638,0.432360053,0.670764983,0.55644995,0.803424358,0.628190219
0.266450495,0.388297379,0.348773479,0.375025541,0.364344865,0.372421533,0.344267339,0.556334496,0.33826381,0.726160049,0.540648043,0.435220391,0.537521541,0.433218837,0.670635104,0.556511462,0.80336386,0.627393067
0.266637444,0.385099471,0.349109352,0.374985963,0.364686996,0.371974468,0.343965858,0.557247281,0.338628799,0.726805031,0.540429473,0.435416728,0.537143052,0.433130324,0.670751572,0.556031287,0.803845823,0.625463068
0.266643047,0.384283632,0.349306017,0.375005364,0.364728153,0.371105015,0.344056904,0.557686627,0.338843942,0.727141321,0.540388942,0.435423136,0.537037194,0.432716727,0.670130134,0.555983007,0.803064704,0.625590146
0.266735345,0.384333611,0.349465072,0.374921501,0.364741057,0.36832422,0.34325701,0.557690442,0.338872701,0.727699041,0.540077686,0.435393423,0.536947668,0.431172937,0.669913948,0.55599761,0.803202569,0.625925601
0.267056644,0.384626895,0.349418372,0.375402272,0.362037718,0.366014063,0.342727065,0.557972968,0.339965582,0.728114426,0.539963543,0.435770512,0.536363959,0.43024537,0.670358121,0.557483792,0.804683983,0.62740016
0.267084271,0.385760337,0.348968208,0.375528842,0.359727561,0.36529848,0.342893571,0.558725357,0.340526193,0.727448225,0.540250242,0.434383571,0.536413133,0.428294092,0.670702815,0.55831784,0.805091918,0.628011942
