nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_ankle_x,right_ankle_y
0.785137653,0.573081672,0.694924355,0.542800009,0.706333101,0.515813649,0.624604821,0.559693396,0.681808114,0.704477847,0.507442296,0.582006872,0.505643368,0.571357548,0.353697926,0.631105423,0.218145698,0.658391833
0.78686595,0.584769011,0.697941244,0.55841291,0.708859205,0.528384149,0.6281991,0.557826102,0.685212314,0.703199625,0.510951757,0.590424776,0.509613156,0.57876128,0.358247042,0.630732298,0.218934819,0.653019369
0.789272904,0.595454335,0.70084548,0.564730108,0.711284995,0.532977104,0.632548869,0.55369705,0.682715535,0.699941337,0.514211595,0.598646939,0.511114895,0.582956612,0.360970795,0.632109702,0.220607057,0.65165776
0.790366054,0.604141891,0.701930046,0.57345587,0.714885652,0.534906209,0.636698723,0.552157581,0.683037519,0.699320495,0.517725527,0.608918071,0.515499055,0.588664293,0.365562171,0.634537756,0.223210573,0.651357293
0.790432513,0.610920846,0.703873336,0.570340157,0.717397392,0.54211545,0.638561606,0.554954529,0.684572339,0.698649287,0.52038151,0.607882142,0.51804328,0.596248806,0.366448879,0.640995443,0.227006212,0.65286988
0.793798566,0.615505934,0.70726639,0.580768168,0.719088078,0.546727359,0.6413849,0.552747011,0.683713078,0.69813633,0.521868289,0.614564359,0.518957138,0.601411819,0.366716743,0.642449021,0.226895183,0.651509464
0.79302913,0.629006982,0.708947957,0.593710005,0.719963789,0.548812568,0.646550715,0.552419424,0.686107516,0.698253512,0.524328053,0.622648537,0.520556331,0.602749109,0.368143499,0.64400363,0.227423102,0.651936352
0.792966306,0.630922556,0.711269081,0.595444322,0.721777856,0.551954329,0.650181711,0.552191317,0.686444163,0.698947549,0.525909543,0.621441662,0.522338212,0.601254165,0.369651914,0.643168628,0.228534967,0.653025389
0.792849302,0.641561925,0.711425304,0.599962234,0.72172004,0.554909348,0.652763903,0.5527035,0.688014209,0.701058447,0.526394129,0.627741754,0.522043407,0.606603086,0.370178521,0.647570312,0.229376346,0.656226873
0.792007685,0.647810876,0.71208322,0.605131507,0.722144485,0.554349542,0.655506313,0.545277476,0.688361108,0.700897396,0.527018785,0.628514588,0.522548616,0.605250418,0.371172369,0.647506177,0.230662137,0.653525174
0.793002903,0.65283072,0.71219945,0.604063749,0.722673535,0.56373471,0.655704021,0.546908557,0.687961936,0.699936986,0.527033925,0.626556516,0.522759974,0.605232954,0.371135026,0.647810996,0.230650336,0.654782832
0.796950459,0.65423584,0.715468347,0.606051564,0.726066828,0.573507726,0.655789018,0.545666039,0.686238289,0.698214412,0.527915239,0.627233446,0.524795175,0.605604112,0.371952415,0.648992002,0.23022984,0.657036662
0.797062576,0.655875981,0.715251863,0.605815172,0.72871393,0.589551985,0.657321453,0.546976745,0.685989082,0.698430121,0.527616143,0.624342144,0.526015759,0.614365399,0.371531844,0.654651403,0.229653463,0.657851517
0.79706502,0.662851334,0.715144575,0.608311892,0.728978038,0.588385582,0.657229245,0.547056675,0.686715603,0.699021876,0.527756035,0.624565721,0.526407301,0.617003977,0.371568501,0.655032337,0.229197204,0.657826662
0.798196673,0.664243639,0.714892149,0.608025312,0.730173886,0.59741205,0.657695949,0.550198019,0.686839879,0.698919356,0.528382063,0.624447584,0.5291031,0.622730613,0.371977448,0.659171402,0.229196906,0.658011913
0.798808634,0.665871084,0.715670586,0.608471096,0.731495857,0.60124588,0.657788157,0.553224504,0.686596453,0.699269593,0.530096292,0.625021279,0.530923247,0.63003248,0.371978641,0.660838842,0.228472903,0.655846238
0.799540341,0.666941822,0.717726707,0.607416034,0.734466195,0.60718447,0.657629848,0.555951834,0.686208487,0.699955583,0.530666888,0.624751091,0.530995786,0.633837283,0.371760458,0.66158998,0.228476197,0.65577054
0.799585879,0.66986078,0.717567801,0.611565351,0.732472241,0.605172932,0.659527719,0.554295838,0.688481688,0.700784922,0.530373633,0.625944316,0.530327857,0.632670641,0.371982276,0.658789396,0.230140522,0.654491961
0.799890161,0.67187041,0.717546284,0.616655052,0.732142925,0.605216444,0.65971607,0.554005742,0.688485324,0.700834751,0.530323803,0.629245579,0.530281603,0.632589757,0.371966988,0.659156084,0.230134919,0.653143704
0.799806714,0.673682153,0.717229486,0.617644608,0.731858313,0.605396986,0.659992039,0.555034816,0.688527226,0.701612234,0.531007409,0.62919879,0.530695915,0.630867064,0.372040838,0.658867836,0.229967043,0.65142101
0.799387276,0.674637079,0.717470646,0.618586838,0.730875552,0.605232835,0.659934163,0.556467533,0.688212991,0.703334332,0.531678438,0.63261354,0.530315459,0.631599963,0.372659951,0.658882856,0.229806617,0.651577115
0.798710108,0.675732434,0.71765691,0.615733206,0.730423987,0.605322778,0.659730196,0.560800731,0.687371254,0.704543293,0.533289015,0.632199407,0.53148675,0.631428123,0.373158038,0.658707917,0.229565769,0.651100755
0.798705578,0.675767362,0.717719436,0.614110231,0.7305516,0.605529606,0.659647703,0.559863746,0.687172413,0.704426527,0.533670366,0.631498694,0.531437039,0.631394684,0.373440683,0.658492863,0.22952342,0.650856495
0.798825324,0.674771369,0.71761471,0.612137735,0.730454504,0.605426729,0.659790814,0.559946597,0.687430561,0.704310179,0.533301115,0.630704224,0.531008899,0.63137871,0.373994738,0.657942951,0.229529068,0.650179386
0.798259497,0.67230618,0.716790438,0.606046259,0.729659736,0.603397429,0.6613729,0.564945579,0.688842952,0.704571128,0.532556415,0.630131364,0.530712008,0.630212247,0.373082101,0.658016205,0.228851035,0.650650918
0.796415925,0.664013386,0.714269459,0.601083755,0.727775872,0.595419705,0.661098719,0.564382017,0.688931227,0.704389751,0.531585574,0.629701793,0.530117691,0.629520714,0.372997373,0.657155514,0.228992477,0.653511941
0.795293868,0.648676693,0.713172793,0.596729457,0.72714138,0.576916516,0.65869081,0.558637142,0.687282622,0.70262295,0.529132366,0.619451642,0.528177917,0.614208043,0.371932089,0.65155977,0.228815764,0.653085947
0.794399679,0.616609335,0.710144758,0.572391987,0.724789858,0.555167019,0.658254504,0.551292896,0.686945677,0.701663554,0.519914627,0.608829856,0.519521594,0.601447582,0.368888408,0.644985497,0.227734923,0.6528548
0.791207731,0.591434419,0.705329239,0.550463498,0.717192829,0.525368392,0.644467771,0.544300497,0.683692336,0.698682964,0.520902514,0.589121342,0.519046843,0.57621479,0.369104654,0.634679377,0.227714017,0.652653694
0.789338827,0.552973509,0.692816019,0.51556021,0.708078742,0.495907426,0.637098789,0.565590739,0.687340438,0.710071504,0.505184412,0.548865557,0.50590992,0.540101647,0.359586537,0.612762332,0.222045645,0.646838605
0.7865116,0.53638339,0.686941981,0.499266714,0.703699708,0.480330288,0.634970665,0.574644446,0.685941935,0.714138508,0.500063837,0.529158294,0.501998365,0.523683965,0.356799543,0.606792927,0.216484278,0.645996213
0.782475948,0.514800191,0.679693699,0.475994945,0.698675573,0.464474499,0.641205251,0.577083528,0.682153523,0.718087912,0.493944675,0.501033723,0.497136891,0.499595821,0.358690828,0.590780497,0.220542014,0.6376248
0.779827595,0.571366251,0.691705883,0.530778527,0.709349811,0.504660368,0.639899611,0.567046225,0.686091185,0.708782256,0.512249768,0.570787668,0.513793409,0.566259563,0.364893913,0.618814051,0.231636927,0.643708467
0.780489981,0.582148492,0.695571065,0.548547089,0.708378077,0.510848641,0.645902991,0.557824254,0.682269871,0.706627011,0.515817642,0.594987929,0.51193434,0.580248952,0.362565428,0.622594655,0.229720846,0.641090631
0.783576846,0.59142971,0.697939873,0.556295335,0.708848655,0.520148695,0.642694414,0.55156374,0.684430718,0.706792116,0.51412487,0.598242164,0.511806905,0.583602846,0.365781307,0.62585479,0.230668321,0.638861895
0.781434178,0.602473259,0.700937331,0.56133157,0.710822821,0.528954089,0.648174763,0.552008629,0.682473898,0.705803156,0.516906261,0.606598735,0.514047682,0.593447864,0.365790725,0.631219804,0.230539963,0.640440106
0.783441007,0.60841471,0.702209473,0.566217184,0.714986563,0.538341582,0.644450486,0.553026497,0.681758702,0.707828879,0.517885447,0.608972132,0.515974522,0.599778116,0.365970194,0.633476317,0.232256442,0.640015781
0.784836769,0.614100039,0.702444017,0.583308399,0.717770517,0.538529992,0.647781074,0.550236344,0.683859587,0.704742491,0.520895004,0.612549305,0.519188106,0.597666979,0.368225276,0.628134131,0.232585952,0.637035131
0.784738481,0.628937662,0.704362571,0.584779441,0.717473209,0.535933793,0.648696363,0.551634729,0.68454951,0.703428805,0.521741509,0.624452531,0.519078016,0.60217011,0.368223637,0.636136889,0.232362643,0.640700996
0.7902385,0.633598983,0.707168043,0.582819164,0.722446263,0.551895499,0.649199307,0.551609576,0.684992909,0.701144397,0.522068202,0.617005169,0.521670163,0.604467154,0.369960487,0.639682472,0.233268052,0.640955448
0.790002584,0.639244974,0.710884988,0.590056241,0.724678159,0.551761329,0.652886868,0.551089764,0.68433398,0.700621367,0.527984798,0.623069704,0.525678039,0.608056426,0.371615887,0.64199698,0.232838795,0.645732343
0.792717576,0.644848704,0.711767614,0.602083445,0.725432217,0.557410598,0.655995488,0.547795177,0.686540127,0.699524164,0.528594375,0.624966621,0.526524663,0.607361555,0.371792883,0.641661882,0.232702091,0.645685613
0.793923378,0.648540556,0.714318156,0.604760051,0.725522697,0.56801033,0.661414206,0.546009123,0.686515391,0.701270938,0.529445469,0.634072065,0.527541935,0.617876053,0.37361151,0.645480096,0.233691707,0.645763874
0.794383109,0.653514683,0.715081811,0.609328151,0.725338757,0.573449016,0.661068678,0.544603586,0.686795235,0.701230168,0.528498888,0.633179605,0.52712357,0.617483377,0.373656958,0.646867573,0.233301371,0.646262467
0.797140658,0.658411801,0.714176238,0.612396419,0.725553155,0.584040701,0.659705877,0.544813812,0.687045634,0.701127172,0.528043568,0.634054005,0.527732313,0.62280941,0.374016017,0.655125976,0.233348459,0.650432289
0.798113585,0.663243115,0.714387894,0.61919862,0.726774693,0.587614298,0.660301924,0.548102736,0.688860536,0.700678945,0.527401865,0.636015952,0.527396977,0.623768985,0.374353498,0.655143559,0.233918041,0.651019692
0.798250854,0.669477224,0.71521616,0.631484032,0.72497344,0.588430583,0.660353065,0.545982897,0.689056993,0.70112282,0.5289855,0.647791564,0.527893007,0.629329205,0.374458253,0.657764316,0.234058499,0.651543736
0.800411046,0.672175586,0.717260122,0.631916881,0.727311194,0.595291138,0.66249305,0.543845952,0.688459516,0.700619936,0.529363096,0.646528542,0.528397918,0.628948033,0.374814779,0.657458127,0.233253539,0.651523709
0.800401866,0.675990164,0.717167914,0.630719781,0.728594542,0.605468512,0.662603021,0.550209045,0.688024879,0.701602221,0.530350327,0.645597219,0.530022204,0.634078264,0.375729829,0.659290373,0.233481184,0.650826573
0.800257504,0.679964721,0.717429698,0.629720986,0.72897774,0.611180305,0.667290151,0.550442815,0.68695873,0.701353908,0.532904863,0.647864342,0.531920373,0.642159581,0.376791149,0.664698184,0.234048784,0.653006494
0.799767494,0.683521092,0.717422664,0.632723808,0.729973912,0.609696388,0.665730178,0.550496399,0.686681688,0.702211022,0.532788157,0.645922542,0.531747639,0.63882798,0.377873182,0.664292455,0.23406221,0.65036875
0.799425304,0.683473885,0.718344867,0.637142539,0.729309022,0.607997119,0.666506529,0.55046165,0.686818302,0.702779233,0.535121381,0.653137028,0.532535136,0.641967177,0.379493445,0.66490835,0.235076383,0.652630389
0.798749447,0.686062396,0.718203962,0.636461556,0.73026073,0.610024214,0.667006373,0.548120081,0.686941206,0.702944756,0.534164608,0.651757121,0.531984508,0.640137851,0.379395396,0.663320005,0.235607967,0.652364194
0.798343897,0.6877985,0.718479931,0.635613203,0.729596198,0.607818902,0.667954087,0.545913398,0.6867432,0.703033328,0.534064531,0.64926219,0.531413555,0.638171315,0.378938913,0.662461698,0.235188112,0.653847098
0.798248172,0.687923551,0.718412161,0.635641277,0.729297519,0.607635736,0.667262971,0.545602322,0.686711907,0.703023791,0.533188164,0.648938119,0.5307796,0.637866795,0.378827363,0.662377477,0.23503691,0.653946638
0.798170209,0.68780607,0.718212545,0.635291636,0.729370117,0.607292891,0.666129291,0.54619801,0.686726511,0.703180552,0.532144129,0.646924257,0.530347705,0.6361534,0.378759235,0.66117692,0.234844819,0.653879106
0.797193646,0.686404765,0.718116224,0.631677926,0.729655623,0.603875995,0.665206671,0.546741545,0.685808718,0.703467607,0.531543672,0.643740773,0.529988348,0.632744431,0.378180563,0.660825074,0.234541193,0.653676271
0.79728812,0.682487249,0.718205452,0.625692487,0.730041146,0.597683072,0.665343583,0.551650584,0.685921192,0.703149736,0.531976998,0.640824318,0.530182898,0.629095197,0.378454924,0.658287644,0.234752893,0.653253734
0.797795355,0.67081815,0.718246341,0.617358863,0.729073763,0.585877359,0.664392769,0.551344037,0.686983526,0.702110589,0.531848192,0.636799693,0.530025959,0.623151839,0.377420336,0.65481168,0.23407428,0.652439296
0.795287609,0.653152049,0.715845883,0.591984808,0.72681284,0.576252162,0.662704408,0.56096375,0.688467801,0.705047667,0.531161368,0.627979279,0.530060649,0.620004714,0.376979917,0.654269934,0.233757824,0.652216554
0.79503119,0.627945781,0.712101102,0.571674824,0.726119041,0.560464442,0.65865618,0.558174849,0.686893046,0.703768432,0.529032826,0.609863162,0.529668689,0.607546091,0.37411201,0.650542319,0.230469033,0.651933432
0.793976247,0.599520981,0.707763195,0.567083418,0.72457695,0.540923655,0.65681529,0.54500258,0.6856668,0.700310349,0.527394831,0.607541382,0.528292596,0.597021282,0.374028236,0.644523561,0.230570778,0.652803779
0.790051162,0.581281781,0.700148642,0.547298551,0.714445591,0.515051246,0.647264361,0.548301518,0.686922491,0.699817181,0.51923722,0.590565145,0.518179655,0.574179411,0.368234783,0.631868422,0.226978809,0.649139643
0.784325302,0.565681875,0.694698393,0.531650662,0.707540631,0.501545787,0.641623497,0.555815101,0.688525856,0.704869628,0.513625562,0.577688396,0.512812853,0.562927365,0.364490896,0.625231802,0.223496288,0.651604891
0.776695967,0.559296548,0.684674382,0.497738332,0.703384221,0.488347292,0.633550942,0.573892593,0.68516928,0.715202928,0.503405333,0.551337004,0.50578475,0.553685009,0.354911208,0.626550019,0.219545305,0.654401004
0.780831099,0.570840061,0.692326725,0.512049854,0.707357109,0.501329958,0.632046819,0.572082162,0.68513453,0.711600542,0.509852231,0.57068032,0.510336876,0.570074618,0.356883705,0.632645369,0.217739761,0.657124698
0.784651875,0.594712019,0.701004267,0.559485495,0.709378421,0.513092339,0.633368075,0.552076101,0.680837572,0.701174259,0.517893076,0.607206047,0.51480782,0.583064437,0.365581244,0.631918013,0.224691719,0.654128373
0.782617152,0.599994242,0.702383041,0.558295667,0.714286387,0.522414863,0.643300176,0.548171699,0.682698071,0.699745178,0.519181907,0.611011624,0.517509758,0.592796922,0.366869301,0.636467099,0.223560631,0.650929213
0.784814477,0.619379342,0.706081629,0.562041938,0.721428692,0.551049531,0.645013213,0.554620922,0.682424963,0.701282084,0.523807347,0.613661647,0.524124265,0.61234504,0.370724171,0.644683719,0.227068484,0.648567915
0.785412252,0.633539557,0.707474232,0.576237381,0.723017931,0.553569078,0.654139161,0.550178945,0.679223895,0.698210835,0.523612142,0.615270615,0.524218678,0.607276022,0.373478353,0.643250048,0.229762927,0.648802161
